Fecha,Producto,Ventas,Región,Prediccion
2021-02-16,Producto C,382.0,Región 4,796
2021-02-16,Producto C,765.0,Región 1,730
2021-02-16,Producto D,209.0,Región 1,179
2021-02-16,Producto D,162.0,Región 3,385
2021-02-16,Producto D,901.0,Región 2,143
2021-02-16,Producto D,175.0,Región 2,58
2021-02-17,Producto A,567.0,Región 4,262
2021-02-17,Producto B,521.0,Región 1,218
2021-02-17,Producto C,571.0,Región 1,790
2021-02-17,Producto C,837.0,Región 3,848
2021-02-17,Producto D,127.0,Región 1,629
2021-02-17,Producto D,474.0,Región 2,748
2021-02-17,Producto D,387.0,Región 1,512
2021-02-18,Producto A,666.0,Región 1,282
2021-02-18,Producto A,483.0,Región 4,835
2021-02-18,Producto A,321.0,Región 1,707
2021-02-18,Producto A,119.0,Región 3,879
2021-02-18,Producto B,122.0,Región 3,339
2021-02-18,Producto B,566.0,Región 4,639
2021-02-18,Producto B,218.0,Región 1,191
2021-02-18,Producto B,320.0,Región 1,835
2021-02-18,Producto B,620.0,Región 1,550
2021-02-18,Producto C,546.0,Región 2,575
2021-02-18,Producto C,346.0,Región 2,544
2021-02-18,Producto C,872.0,Región 1,300
2021-02-18,Producto C,659.0,Región 1,61
2021-02-18,Producto D,273.0,Región 4,141
2021-02-18,Producto D,575.0,Región 3,186
2021-02-18,Producto D,573.0,Región 4,470
2021-02-18,Producto D,543.0,Región 2,378
2021-02-18,Producto D,198.0,Región 3,815
2021-02-19,Producto A,252.0,Región 2,61
2021-02-19,Producto A,128.0,Región 3,572
2021-02-19,Producto A,770.0,Región 2,691
2021-02-19,Producto A,698.0,Región 2,177
2021-02-19,Producto A,728.0,Región 3,334
2021-02-19,Producto B,342.0,Región 3,297
2021-02-19,Producto B,909.0,Región 4,533
2021-02-19,Producto C,962.0,Región 3,376
2021-02-19,Producto C,765.0,Región 4,641
2021-02-19,Producto C,413.0,Región 3,278
2021-02-19,Producto C,507.0,Región 3,638
2021-02-19,Producto C,831.0,Región 2,343
2021-02-19,Producto D,445.0,Región 3,855
2021-02-19,Producto D,107.0,Región 1,234
2021-02-19,Producto D,341.0,Región 2,771
2021-02-19,Producto D,948.0,Región 1,172
2021-02-20,Producto A,259.0,Región 1,534
2021-02-20,Producto A,977.0,Región 3,249
2021-02-20,Producto A,879.0,Región 4,676
2021-02-20,Producto A,151.0,Región 2,628
2021-02-20,Producto A,879.0,Región 3,746
2021-02-20,Producto B,526.0,Región 3,330
2021-02-20,Producto B,534.0,Región 4,505
2021-02-20,Producto B,696.0,Región 2,842
2021-02-20,Producto B,456.0,Región 2,490
2021-02-20,Producto C,365.0,Región 2,59
2021-02-20,Producto C,658.0,Región 2,855
2021-02-20,Producto C,602.0,Región 1,294
2021-02-20,Producto D,513.0,Región 1,179
2021-02-21,Producto A,496.0,Región 1,168
2021-02-21,Producto A,655.0,Región 4,146
2021-02-21,Producto A,662.0,Región 4,703
2021-02-21,Producto A,230.0,Región 3,290
2021-02-21,Producto A,333.0,Región 3,161
2021-02-21,Producto B,523.0,Región 3,339
2021-02-21,Producto B,386.0,Región 4,739
2021-02-21,Producto C,486.0,Región 1,872
2021-02-21,Producto C,424.0,Región 3,124
2021-02-21,Producto C,162.0,Región 4,696
2021-02-21,Producto C,915.0,Región 1,397
2021-02-21,Producto C,940.0,Región 2,739
2021-02-21,Producto D,384.0,Región 2,190
2021-02-21,Producto D,510.0,Región 3,73
2021-02-21,Producto D,921.0,Región 4,103
2021-02-22,Producto A,849.0,Región 1,461
2021-02-22,Producto A,467.0,Región 1,453
2021-02-22,Producto A,219.0,Región 4,323
2021-02-22,Producto A,502.0,Región 1,114
2021-02-22,Producto A,513.0,Región 3,791
2021-02-22,Producto B,966.0,Región 2,652
2021-02-22,Producto B,432.0,Región 3,778
2021-02-22,Producto B,279.0,Región 2,426
2021-02-22,Producto B,831.0,Región 4,488
2021-02-22,Producto B,967.0,Región 1,472
2021-02-22,Producto C,896.0,Región 2,191
2021-02-22,Producto C,524.0,Región 4,558
2021-02-22,Producto C,495.0,Región 4,635
2021-02-22,Producto D,798.0,Región 2,797
2021-02-23,Producto A,706.0,Región 4,91
2021-02-23,Producto A,199.0,Región 2,846
2021-02-23,Producto A,883.0,Región 1,867
2021-02-23,Producto A,268.0,Región 4,565
2021-02-23,Producto A,297.0,Región 4,737
2021-02-23,Producto B,119.0,Región 4,522
2021-02-23,Producto B,542.0,Región 1,100
2021-02-23,Producto B,962.0,Región 4,52
2021-02-23,Producto C,289.0,Región 2,203
2021-02-23,Producto C,415.0,Región 2,399
2021-02-23,Producto C,384.0,Región 3,205
2021-02-23,Producto D,423.0,Región 4,658
2021-02-23,Producto D,576.0,Región 3,683
2021-02-23,Producto D,314.0,Región 1,272
2021-02-23,Producto D,715.0,Región 2,340
2021-02-23,Producto D,755.0,Región 3,554
2021-02-24,Producto A,964.0,Región 4,559
2021-02-24,Producto A,310.0,Región 4,383
2021-02-24,Producto A,645.0,Región 3,882
2021-02-24,Producto B,628.0,Región 3,217
2021-02-24,Producto B,281.0,Región 1,480
2021-02-24,Producto C,252.0,Región 2,714
2021-02-24,Producto C,890.0,Región 2,821
2021-02-24,Producto C,302.0,Región 2,808
2021-02-24,Producto C,749.0,Región 2,596
2021-02-24,Producto C,682.0,Región 3,292
2021-02-24,Producto D,213.0,Región 4,754
2021-02-25,Producto A,835.0,Región 3,685
2021-02-25,Producto A,224.0,Región 3,787
2021-02-25,Producto B,513.0,Región 3,259
2021-02-25,Producto B,250.0,Región 2,296
2021-02-25,Producto B,684.0,Región 4,635
2021-02-25,Producto B,901.0,Región 4,443
2021-02-25,Producto B,330.0,Región 3,170
2021-02-25,Producto C,670.0,Región 2,366
2021-02-25,Producto C,408.0,Región 1,786
2021-02-25,Producto C,873.0,Región 3,721
2021-02-25,Producto D,420.0,Región 1,591
2021-02-25,Producto D,382.0,Región 3,356
2021-02-25,Producto D,599.0,Región 3,329
2021-02-25,Producto D,914.0,Región 4,202
2021-02-26,Producto A,171.0,Región 2,736
2021-02-26,Producto A,757.0,Región 1,807
2021-02-26,Producto A,814.0,Región 2,230
2021-02-26,Producto B,800.0,Región 3,70
2021-02-26,Producto B,446.0,Región 2,711
2021-02-26,Producto B,183.0,Región 4,455
2021-02-26,Producto C,292.0,Región 3,568
2021-02-26,Producto C,855.0,Región 1,81
2021-02-26,Producto C,863.0,Región 3,356
2021-02-26,Producto C,486.0,Región 1,292
2021-02-26,Producto D,218.0,Región 3,772
2021-02-26,Producto D,980.0,Región 1,578
2021-02-26,Producto D,997.0,Región 1,900
2021-02-27,Producto A,286.0,Región 2,531
2021-02-27,Producto B,106.0,Región 2,495
2021-02-27,Producto B,726.0,Región 3,432
2021-02-27,Producto B,472.0,Región 3,139
2021-02-27,Producto B,984.0,Región 2,772
2021-02-27,Producto C,972.0,Región 2,546
2021-02-27,Producto D,332.0,Región 3,567
2021-02-27,Producto D,570.0,Región 3,824
2021-02-27,Producto D,220.0,Región 2,577
2021-02-27,Producto D,973.0,Región 3,224
2021-02-27,Producto D,293.0,Región 2,543
2021-02-28,Producto A,574.0,Región 2,336
2021-02-28,Producto A,400.0,Región 3,388
2021-02-28,Producto A,228.0,Región 2,91
2021-02-28,Producto B,736.0,Región 2,381
2021-02-28,Producto B,759.0,Región 4,266
2021-02-28,Producto B,583.0,Región 1,764
2021-02-28,Producto B,835.0,Región 1,735
2021-02-28,Producto B,461.0,Región 2,892
2021-02-28,Producto C,703.0,Región 3,217
2021-02-28,Producto C,954.0,Región 1,176
2021-02-28,Producto D,283.0,Región 1,777
2021-02-28,Producto D,707.0,Región 4,800
2021-02-28,Producto D,717.0,Región 3,191
2021-02-28,Producto D,625.0,Región 2,150
2021-03-01,Producto A,321.0,Región 3,764
2021-03-01,Producto B,937.0,Región 4,242
2021-03-01,Producto B,928.0,Región 3,793
2021-03-01,Producto B,819.0,Región 4,438
2021-03-01,Producto C,566.0,Región 3,557
2021-03-01,Producto D,231.0,Región 3,439
2021-03-01,Producto D,741.0,Región 2,796
2021-03-01,Producto D,937.0,Región 3,404
2021-03-01,Producto D,998.0,Región 4,829
2021-03-01,Producto D,913.0,Región 4,443
2021-03-02,Producto A,403.0,Región 1,795
2021-03-02,Producto A,756.0,Región 3,537
2021-03-02,Producto B,828.0,Región 1,149
2021-03-02,Producto B,986.0,Región 3,156
2021-03-02,Producto B,648.0,Región 1,493
2021-03-02,Producto B,804.0,Región 4,611
2021-03-02,Producto C,809.0,Región 3,733
2021-03-02,Producto C,373.0,Región 2,573
2021-03-02,Producto C,197.0,Región 3,442
2021-03-02,Producto C,325.0,Región 4,587
2021-03-02,Producto D,488.0,Región 3,343
2021-03-02,Producto D,386.0,Región 1,440
2021-03-02,Producto D,596.0,Región 1,159
2021-03-02,Producto D,403.0,Región 4,212
2021-03-03,Producto A,934.0,Región 2,642
2021-03-03,Producto A,300.0,Región 4,500
2021-03-03,Producto B,573.0,Región 3,167
2021-03-03,Producto B,766.0,Región 3,306
2021-03-03,Producto B,184.0,Región 2,802
2021-03-03,Producto C,539.0,Región 3,389
2021-03-03,Producto C,295.0,Región 3,558
2021-03-03,Producto D,570.0,Región 1,804
2021-03-04,Producto A,194.0,Región 3,294
2021-03-04,Producto A,907.0,Región 4,718
2021-03-04,Producto A,710.0,Región 2,816
2021-03-04,Producto A,776.0,Región 4,328
2021-03-04,Producto A,663.0,Región 3,515
2021-03-04,Producto B,227.0,Región 3,70
2021-03-04,Producto B,589.0,Región 4,522
2021-03-04,Producto B,667.0,Región 3,294
2021-03-04,Producto C,743.0,Región 2,64
2021-03-04,Producto C,934.0,Región 4,686
2021-03-04,Producto C,731.0,Región 3,748
2021-03-04,Producto C,844.0,Región 2,78
2021-03-04,Producto D,344.0,Región 4,148
2021-03-04,Producto D,487.0,Región 1,860
2021-03-04,Producto D,582.0,Región 1,459
2021-03-05,Producto A,723.0,Región 1,451
2021-03-05,Producto A,291.0,Región 2,884
2021-03-05,Producto A,395.0,Región 3,71
2021-03-05,Producto A,704.0,Región 1,421
2021-03-05,Producto A,182.0,Región 1,728
2021-03-05,Producto B,273.0,Región 4,286
2021-03-05,Producto B,252.0,Región 4,620
2021-03-05,Producto B,459.0,Región 1,453
2021-03-05,Producto B,464.0,Región 2,406
2021-03-05,Producto C,323.0,Región 1,701
2021-03-05,Producto C,420.0,Región 3,428
2021-03-05,Producto C,557.0,Región 2,607
2021-03-05,Producto C,430.0,Región 2,837
2021-03-05,Producto C,127.0,Región 2,826
2021-03-05,Producto D,744.0,Región 1,244
2021-03-05,Producto D,281.0,Región 1,518
2021-03-05,Producto D,174.0,Región 4,845
2021-03-06,Producto A,191.0,Región 1,521
2021-03-06,Producto A,557.0,Región 2,878
2021-03-06,Producto A,693.0,Región 2,891
2021-03-06,Producto A,765.0,Región 4,493
2021-03-06,Producto B,978.0,Región 1,235
2021-03-06,Producto B,362.0,Región 2,136
2021-03-06,Producto B,544.0,Región 2,533
2021-03-06,Producto B,457.0,Región 2,519
2021-03-06,Producto B,306.0,Región 4,490
2021-03-06,Producto C,587.0,Región 2,83
2021-03-06,Producto D,885.0,Región 4,772
2021-03-06,Producto D,479.0,Región 3,117
2021-03-06,Producto D,971.0,Región 1,756
2021-03-06,Producto D,799.0,Región 1,818
2021-03-07,Producto A,208.0,Región 1,203
2021-03-07,Producto A,248.0,Región 2,127
2021-03-07,Producto A,720.0,Región 1,431
2021-03-07,Producto B,670.0,Región 2,834
2021-03-07,Producto C,817.0,Región 2,340
2021-03-07,Producto C,447.0,Región 2,487
2021-03-07,Producto C,566.0,Región 4,563
2021-03-07,Producto D,861.0,Región 2,503
2021-03-07,Producto D,961.0,Región 1,377
2021-03-07,Producto D,240.0,Región 2,356
2021-03-07,Producto D,224.0,Región 3,840
2021-03-07,Producto D,706.0,Región 2,135
2021-03-08,Producto A,107.0,Región 1,505
2021-03-08,Producto A,751.0,Región 3,275
2021-03-08,Producto A,196.0,Región 3,327
2021-03-08,Producto A,632.0,Región 1,74
2021-03-08,Producto A,585.0,Región 2,780
2021-03-08,Producto B,943.0,Región 4,882
2021-03-08,Producto B,400.0,Región 2,52
2021-03-08,Producto B,501.0,Región 3,133
2021-03-08,Producto B,243.0,Región 3,629
2021-03-08,Producto C,359.0,Región 3,700
2021-03-08,Producto D,628.0,Región 2,393
2021-03-08,Producto D,635.0,Región 1,711
2021-03-08,Producto D,761.0,Región 2,834
2021-03-09,Producto A,128.0,Región 4,601
2021-03-09,Producto A,514.0,Región 4,196
2021-03-09,Producto A,310.0,Región 1,409
2021-03-09,Producto B,559.0,Región 3,319
2021-03-09,Producto B,248.0,Región 1,357
2021-03-09,Producto B,212.0,Región 2,358
2021-03-09,Producto C,225.0,Región 2,640
2021-03-09,Producto C,344.0,Región 3,147
2021-03-09,Producto C,347.0,Región 3,596
2021-03-09,Producto C,758.0,Región 2,432
2021-03-09,Producto C,988.0,Región 1,551
2021-03-09,Producto D,804.0,Región 4,272
2021-03-09,Producto D,145.0,Región 1,486
2021-03-10,Producto A,990.0,Región 2,212
2021-03-10,Producto B,103.0,Región 3,666
2021-03-10,Producto B,467.0,Región 4,65
2021-03-10,Producto C,479.0,Región 4,442
2021-03-10,Producto D,367.0,Región 3,512
2021-03-10,Producto D,397.0,Región 4,179
2021-03-10,Producto D,567.0,Región 4,446
2021-03-10,Producto D,760.0,Región 2,294
2021-03-10,Producto D,147.0,Región 4,468
2021-03-11,Producto A,661.0,Región 4,710
2021-03-11,Producto A,123.0,Región 2,663
2021-03-11,Producto A,219.0,Región 1,787
2021-03-11,Producto B,639.0,Región 3,99
2021-03-11,Producto C,626.0,Región 2,437
2021-03-11,Producto C,557.0,Región 1,730
2021-03-11,Producto D,713.0,Región 3,462
2021-03-11,Producto D,183.0,Región 2,877
2021-03-12,Producto A,468.0,Región 3,856
2021-03-12,Producto A,714.0,Región 2,639
2021-03-12,Producto A,973.0,Región 2,611
2021-03-12,Producto B,986.0,Región 4,594
2021-03-12,Producto C,312.0,Región 1,203
2021-03-12,Producto C,845.0,Región 2,314
2021-03-12,Producto C,198.0,Región 1,304
2021-03-12,Producto D,451.0,Región 4,564
2021-03-12,Producto D,629.0,Región 4,704
2021-03-12,Producto D,433.0,Región 3,307
2021-03-13,Producto A,401.0,Región 2,846
2021-03-13,Producto A,747.0,Región 4,587
2021-03-13,Producto A,435.0,Región 3,443
2021-03-13,Producto A,947.0,Región 4,198
2021-03-13,Producto B,983.0,Región 2,871
2021-03-13,Producto B,923.0,Región 2,199
2021-03-13,Producto B,756.0,Región 3,181
2021-03-13,Producto B,893.0,Región 4,883
2021-03-13,Producto C,964.0,Región 3,317
2021-03-13,Producto C,179.0,Región 1,883
2021-03-13,Producto D,692.0,Región 2,567
2021-03-14,Producto A,691.0,Región 3,388
2021-03-14,Producto A,689.0,Región 2,157
2021-03-14,Producto A,628.0,Región 2,105
2021-03-14,Producto B,353.0,Región 1,643
2021-03-14,Producto B,881.0,Región 2,431
2021-03-14,Producto B,398.0,Región 2,528
2021-03-14,Producto B,280.0,Región 3,827
2021-03-14,Producto B,209.0,Región 3,78
2021-03-14,Producto C,424.0,Región 4,858
2021-03-14,Producto C,412.0,Región 4,594
2021-03-14,Producto C,910.0,Región 3,654
2021-03-14,Producto C,187.0,Región 3,118
2021-03-14,Producto D,290.0,Región 1,596
2021-03-14,Producto D,856.0,Región 1,676
2021-03-14,Producto D,980.0,Región 1,856
2021-03-14,Producto D,205.0,Región 1,387
2021-03-14,Producto D,370.0,Región 3,246
2021-03-15,Producto A,262.0,Región 3,366
2021-03-15,Producto A,855.0,Región 4,175
2021-03-15,Producto A,652.0,Región 1,578
2021-03-15,Producto A,655.0,Región 3,850
2021-03-15,Producto A,613.0,Región 3,826
2021-03-15,Producto B,236.0,Región 1,187
2021-03-15,Producto B,887.0,Región 3,483
2021-03-15,Producto C,259.0,Región 1,530
2021-03-15,Producto C,193.0,Región 3,851
2021-03-15,Producto C,214.0,Región 4,537
2021-03-15,Producto C,472.0,Región 4,482
2021-03-15,Producto D,155.0,Región 4,496
2021-03-15,Producto D,368.0,Región 4,860
2021-03-15,Producto D,593.0,Región 3,501
2021-03-15,Producto D,702.0,Región 3,623
2021-03-16,Producto A,782.0,Región 2,340
2021-03-16,Producto A,179.0,Región 1,639
2021-03-16,Producto A,823.0,Región 4,890
2021-03-16,Producto A,982.0,Región 4,707
2021-03-16,Producto A,343.0,Región 4,116
2021-03-16,Producto B,466.0,Región 1,865
2021-03-16,Producto C,958.0,Región 1,131
2021-03-16,Producto C,432.0,Región 4,665
2021-03-16,Producto C,126.0,Región 1,387
2021-03-16,Producto C,850.0,Región 1,152
2021-03-16,Producto D,791.0,Región 1,824
2021-03-16,Producto D,676.0,Región 3,59
2021-03-16,Producto D,483.0,Región 1,490
2021-03-16,Producto D,159.0,Región 3,442
2021-03-17,Producto A,596.0,Región 4,192
2021-03-17,Producto A,569.0,Región 4,380
2021-03-17,Producto A,223.0,Región 4,230
2021-03-17,Producto A,600.0,Región 4,513
2021-03-17,Producto A,837.0,Región 1,498
2021-03-17,Producto B,533.0,Región 1,713
2021-03-17,Producto C,624.0,Región 1,254
2021-03-17,Producto C,754.0,Región 2,625
2021-03-17,Producto C,721.0,Región 3,98
2021-03-17,Producto D,729.0,Región 2,265
2021-03-17,Producto D,564.0,Región 4,269
2021-03-17,Producto D,526.0,Región 2,593
2021-03-18,Producto A,368.0,Región 2,784
2021-03-18,Producto A,630.0,Región 1,531
2021-03-18,Producto A,986.0,Región 1,512
2021-03-18,Producto A,709.0,Región 3,470
2021-03-18,Producto A,183.0,Región 1,407
2021-03-18,Producto B,129.0,Región 3,232
2021-03-18,Producto B,961.0,Región 2,629
2021-03-18,Producto B,676.0,Región 4,830
2021-03-18,Producto C,954.0,Región 2,163
2021-03-18,Producto C,879.0,Región 1,343
2021-03-18,Producto C,375.0,Región 3,321
2021-03-18,Producto D,489.0,Región 2,91
2021-03-18,Producto D,716.0,Región 1,745
2021-03-18,Producto D,171.0,Región 1,171
2021-03-18,Producto D,435.0,Región 1,669
2021-03-19,Producto A,322.0,Región 1,332
2021-03-19,Producto B,734.0,Región 4,234
2021-03-19,Producto B,181.0,Región 4,382
2021-03-19,Producto C,470.0,Región 2,335
2021-03-19,Producto C,216.0,Región 3,468
2021-03-19,Producto D,498.0,Región 3,260
2021-03-19,Producto D,966.0,Región 2,205
2021-03-19,Producto D,703.0,Región 3,78
2021-03-19,Producto D,779.0,Región 1,239
2021-03-19,Producto D,936.0,Región 2,628
2021-03-20,Producto A,303.0,Región 1,277
2021-03-20,Producto A,230.0,Región 4,221
2021-03-20,Producto A,107.0,Región 1,560
2021-03-20,Producto A,233.0,Región 3,375
2021-03-20,Producto B,521.0,Región 3,519
2021-03-20,Producto B,336.0,Región 2,663
2021-03-20,Producto B,283.0,Región 1,388
2021-03-20,Producto C,424.0,Región 3,283
2021-03-20,Producto C,136.0,Región 3,810
2021-03-20,Producto D,862.0,Región 2,507
2021-03-20,Producto D,331.0,Región 3,345
2021-03-20,Producto D,424.0,Región 3,532
2021-03-21,Producto A,985.0,Región 4,91
2021-03-21,Producto A,165.0,Región 3,567
2021-03-21,Producto A,922.0,Región 2,855
2021-03-21,Producto A,642.0,Región 1,664
2021-03-21,Producto A,249.0,Región 4,511
2021-03-21,Producto B,587.0,Región 4,534
2021-03-21,Producto B,377.0,Región 2,568
2021-03-21,Producto C,548.0,Región 1,854
2021-03-21,Producto D,112.0,Región 1,857
2021-03-21,Producto D,771.0,Región 2,53
2021-03-21,Producto D,413.0,Región 1,306
2021-03-22,Producto A,710.0,Región 4,262
2021-03-22,Producto B,287.0,Región 3,470
2021-03-22,Producto B,518.0,Región 2,349
2021-03-22,Producto B,403.0,Región 3,868
2021-03-22,Producto C,748.0,Región 2,533
2021-03-22,Producto C,199.0,Región 4,82
2021-03-22,Producto C,963.0,Región 1,813
2021-03-22,Producto C,278.0,Región 4,450
2021-03-22,Producto C,686.0,Región 3,255
2021-03-22,Producto D,689.0,Región 2,616
2021-03-22,Producto D,656.0,Región 4,429
2021-03-23,Producto A,358.0,Región 1,872
2021-03-23,Producto A,626.0,Región 2,88
2021-03-23,Producto A,883.0,Región 1,680
2021-03-23,Producto B,110.0,Región 1,506
2021-03-23,Producto B,343.0,Región 2,759
2021-03-23,Producto C,781.0,Región 3,144
2021-03-23,Producto D,462.0,Región 3,790
2021-03-23,Producto D,142.0,Región 4,65
2021-03-24,Producto A,987.0,Región 1,568
2021-03-24,Producto B,273.0,Región 1,849
2021-03-24,Producto B,453.0,Región 2,345
2021-03-24,Producto C,336.0,Región 1,190
2021-03-24,Producto C,351.0,Región 2,365
2021-03-24,Producto D,813.0,Región 2,700
2021-03-24,Producto D,716.0,Región 2,882
2021-03-24,Producto D,365.0,Región 3,486
2021-03-25,Producto A,604.0,Región 2,621
2021-03-25,Producto A,747.0,Región 4,334
2021-03-25,Producto A,734.0,Región 3,53
2021-03-25,Producto B,158.0,Región 4,165
2021-03-25,Producto B,323.0,Región 2,460
2021-03-25,Producto B,400.0,Región 1,738
2021-03-25,Producto C,390.0,Región 2,141
2021-03-25,Producto C,311.0,Región 4,473
2021-03-25,Producto C,761.0,Región 2,761
2021-03-25,Producto D,334.0,Región 3,75
2021-03-25,Producto D,153.0,Región 3,128
2021-03-26,Producto A,830.0,Región 1,653
2021-03-26,Producto A,407.0,Región 2,722
2021-03-26,Producto A,507.0,Región 3,483
2021-03-26,Producto A,128.0,Región 3,697
2021-03-26,Producto B,207.0,Región 3,609
2021-03-26,Producto B,659.0,Región 1,448
2021-03-26,Producto C,545.0,Región 1,193
2021-03-26,Producto C,713.0,Región 3,97
2021-03-26,Producto D,163.0,Región 2,347
2021-03-26,Producto D,376.0,Región 2,272
2021-03-26,Producto D,978.0,Región 4,630
2021-03-27,Producto A,444.0,Región 1,660
2021-03-27,Producto A,313.0,Región 1,713
2021-03-27,Producto B,489.0,Región 1,299
2021-03-27,Producto B,470.0,Región 4,518
2021-03-27,Producto B,205.0,Región 4,782
2021-03-27,Producto B,912.0,Región 3,729
2021-03-27,Producto C,735.0,Región 3,354
2021-03-27,Producto C,825.0,Región 2,653
2021-03-27,Producto C,918.0,Región 2,154
2021-03-27,Producto D,756.0,Región 1,272
2021-03-27,Producto D,173.0,Región 1,90
2021-03-27,Producto D,958.0,Región 1,816
2021-03-28,Producto A,198.0,Región 4,491
2021-03-28,Producto A,957.0,Región 2,472
2021-03-28,Producto A,706.0,Región 1,420
2021-03-28,Producto A,298.0,Región 2,307
2021-03-28,Producto B,469.0,Región 1,541
2021-03-28,Producto B,888.0,Región 3,852
2021-03-28,Producto B,543.0,Región 3,269
2021-03-28,Producto B,470.0,Región 2,560
2021-03-28,Producto C,134.0,Región 2,671
2021-03-28,Producto C,161.0,Región 4,82
2021-03-28,Producto C,599.0,Región 2,547
2021-03-28,Producto C,815.0,Región 1,122
2021-03-28,Producto C,662.0,Región 1,82
2021-03-28,Producto D,519.0,Región 3,761
2021-03-28,Producto D,507.0,Región 3,852
2021-03-28,Producto D,639.0,Región 2,682
2021-03-28,Producto D,550.0,Región 1,586
2021-03-28,Producto D,858.0,Región 3,227
2021-03-29,Producto A,614.0,Región 2,71
2021-03-29,Producto A,176.0,Región 3,566
2021-03-29,Producto A,158.0,Región 4,490
2021-03-29,Producto B,905.0,Región 1,256
2021-03-29,Producto C,278.0,Región 3,850
2021-03-29,Producto C,298.0,Región 1,75
2021-03-29,Producto C,702.0,Región 1,627
2021-03-29,Producto C,685.0,Región 2,681
2021-03-29,Producto D,910.0,Región 3,861
2021-03-29,Producto D,610.0,Región 1,888
2021-03-29,Producto D,976.0,Región 2,273
2021-03-29,Producto D,680.0,Región 1,493
2021-03-30,Producto A,671.0,Región 1,224
2021-03-30,Producto A,539.0,Región 3,339
2021-03-30,Producto A,641.0,Región 3,617
2021-03-30,Producto A,857.0,Región 1,289
2021-03-30,Producto A,401.0,Región 1,251
2021-03-30,Producto B,628.0,Región 1,426
2021-03-30,Producto B,323.0,Región 1,570
2021-03-30,Producto C,669.0,Región 4,663
2021-03-30,Producto C,135.0,Región 3,784
2021-03-30,Producto C,256.0,Región 1,900
2021-03-30,Producto C,323.0,Región 3,145
2021-03-30,Producto D,729.0,Región 2,428
2021-03-30,Producto D,355.0,Región 1,230
2021-03-30,Producto D,104.0,Región 4,693
2021-03-30,Producto D,589.0,Región 2,490
2021-03-31,Producto A,538.0,Región 2,268
2021-03-31,Producto A,432.0,Región 4,733
2021-03-31,Producto A,688.0,Región 4,747
2021-03-31,Producto A,839.0,Región 4,119
2021-03-31,Producto B,983.0,Región 4,443
2021-03-31,Producto B,885.0,Región 3,714
2021-03-31,Producto B,857.0,Región 1,88
2021-03-31,Producto B,914.0,Región 2,415
2021-03-31,Producto B,575.0,Región 4,567
2021-03-31,Producto C,587.0,Región 4,316
2021-03-31,Producto C,195.0,Región 4,897
2021-03-31,Producto C,158.0,Región 4,454
2021-03-31,Producto D,149.0,Región 3,507
2021-03-31,Producto D,554.0,Región 4,712
2021-03-31,Producto D,693.0,Región 1,145
2021-03-31,Producto D,968.0,Región 2,358
2021-03-31,Producto D,617.0,Región 3,221
2021-04-01,Producto A,581.0,Región 4,465
2021-04-01,Producto B,724.0,Región 3,154
2021-04-01,Producto C,206.0,Región 4,728
2021-04-01,Producto C,571.0,Región 3,846
2021-04-01,Producto C,415.0,Región 4,631
2021-04-01,Producto C,602.0,Región 1,212
2021-04-01,Producto C,374.0,Región 3,777
2021-04-01,Producto D,763.0,Región 3,681
2021-04-01,Producto D,845.0,Región 1,640
2021-04-01,Producto D,277.0,Región 4,461
2021-04-01,Producto D,204.0,Región 3,367
2021-04-01,Producto D,225.0,Región 3,807
2021-04-02,Producto A,394.0,Región 4,538
2021-04-02,Producto A,245.0,Región 2,242
2021-04-02,Producto A,762.0,Región 3,572
2021-04-02,Producto B,979.0,Región 4,416
2021-04-02,Producto B,792.0,Región 2,327
2021-04-02,Producto B,754.0,Región 2,449
2021-04-02,Producto B,723.0,Región 2,163
2021-04-02,Producto B,693.0,Región 3,374
2021-04-02,Producto C,306.0,Región 1,814
2021-04-02,Producto C,287.0,Región 3,480
2021-04-02,Producto C,843.0,Región 1,484
2021-04-02,Producto D,255.0,Región 1,880
2021-04-03,Producto A,544.0,Región 4,722
2021-04-03,Producto A,866.0,Región 1,671
2021-04-03,Producto A,697.0,Región 2,892
2021-04-03,Producto A,240.0,Región 3,898
2021-04-03,Producto B,355.0,Región 2,52
2021-04-03,Producto C,385.0,Región 1,597
2021-04-03,Producto C,533.0,Región 2,858
2021-04-03,Producto C,774.0,Región 4,666
2021-04-03,Producto C,737.0,Región 2,70
2021-04-03,Producto C,535.0,Región 3,240
2021-04-03,Producto D,224.0,Región 3,885
2021-04-03,Producto D,442.0,Región 2,729
2021-04-03,Producto D,501.0,Región 1,255
2021-04-04,Producto A,745.0,Región 2,432
2021-04-04,Producto B,554.0,Región 4,756
2021-04-04,Producto B,671.0,Región 2,724
2021-04-04,Producto B,213.0,Región 1,390
2021-04-04,Producto B,238.0,Región 3,187
2021-04-04,Producto C,231.0,Región 4,300
2021-04-04,Producto C,294.0,Región 3,193
2021-04-04,Producto D,292.0,Región 2,639
2021-04-04,Producto D,873.0,Región 2,835
2021-04-04,Producto D,858.0,Región 1,666
2021-04-04,Producto D,968.0,Región 2,494
2021-04-05,Producto A,206.0,Región 3,769
2021-04-05,Producto A,805.0,Región 2,293
2021-04-05,Producto A,233.0,Región 3,428
2021-04-05,Producto A,946.0,Región 4,704
2021-04-05,Producto B,324.0,Región 1,153
2021-04-05,Producto C,724.0,Región 2,250
2021-04-05,Producto C,179.0,Región 2,594
2021-04-05,Producto C,521.0,Región 1,846
